LP0;1;0
LP1;7;0
SP2;d;0
SP3;13;0
ADDU;19;0
SUBU;29;0
MULU;39;0
DIVU;49;0
ADD;59;0
SUB;69;0
MUL;79;0
DIV;89;0
RR;99;0
RL;a9;0
SRL;b9;0
SLL;c9;0
SRA;d9;0
OR;e9;0
AND;f9;0
XOR;109;0
NOT;119;0
JMP;129;0
BEQ;130;0
BGTU;13f;0
BLTU;14e;0
BGEQU;15d;0
BLEQU;16c;0
BGEQ;17b;0
BGT;18a;0
BLT;199;0
BLEQ;1a8;0
LC;1b7;0
NOP;1c1;0
